study_no,reference,lat,long,climclass,reps,reps_pooled,cropseq_simp,cropseq_div,checkcrop,rotlength_simp,rotlength_div,speciesno_simp,speciesno_div,data_type,sys_tillage,sys_weedmgmt,weedmsmt_unit,sbmst_mtd,peren_divYN,fallow_simpYN,study_age,CSD_simp,CSD_div,CSD2_simp,CSD2_div,PISD_simp,PISD_div,bioLRR,denLRR,sbLRR,maxstudyage,reps_pooledyrs,data_type2,sys_weedmgmt2,sys_weedmgmt3,climclasslat,climclasslat2,speciesno_rat,speciesno_diff,CSD_diff,CSD_rat,mono_YN,wgt
54,"Blackshaw, 1994",49.693913,-112.841842,B,6,6,F-W,sR-W,W,2,2,1,2,RM,NT,herbicides,single species,NA,N,N,pooled,0,1,2,4,0,8.082903768654761,NA,0.07393265200614872,NA,6,12,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,2,Y,6
54,"Blackshaw, 1994",49.693913,-112.841842,B,6,6,F-W,sR-W,W,2,2,1,2,RM,tilled,herbicides,single species,NA,N,N,pooled,0,1,2,4,0,8.082903768654761,NA,-0.9011548400616036,NA,6,12,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,2,Y,6
54,"Blackshaw, 1994",49.693913,-112.841842,B,6,6,W,sR-W,W,1,2,1,2,RM,NT,herbicides,single species,NA,N,N,pooled,0,1,1,4,0,8.082903768654761,NA,-2.985685068510179,NA,6,12,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,6
54,"Blackshaw, 1994",49.693913,-112.841842,B,6,6,W,sR-W,W,1,2,1,2,RM,tilled,herbicides,single species,NA,N,N,pooled,0,1,1,4,0,8.082903768654761,NA,-3.828156757152815,NA,6,12,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,6
55,"Young et al., 1996",46.726104,-117.153548,C,4,8,W,sB-Fp-W,W,1,3,1,3,AVG,tilled,herbicides,community,NA,N,N,3.5,0,4,1,9,0,7.54983443527075,NA,-0.036813973122716316,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
55,"Young et al., 1996",46.726104,-117.153548,C,4,4,W,sB-Fp-W,W,1,3,1,3,RM,IC,herbicides,community,NA,N,N,6,0,4,1,9,0,7.54983443527075,NA,-1.9075912847531766,NA,6,4,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,12,M,Sb-M,M,1,2,1,2,LAST,NT,none,single species,NA,N,N,7,0,1,1,4,0,0,NA,-1.3055330044754323,NA,10,4,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,24,M,Sb-M,M,1,2,1,2,LAST,tilled,none,single species,NA,N,N,7,0,1,1,4,0,0,NA,-1.0304496372371472,NA,10,4,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,12,M,Sb-W-M,M,1,3,1,3,LAST,NT,none,single species,NA,N,N,7,0,4,1,9,0,9.899494936611665,NA,-2.7269186854065928,NA,10,4,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,24,M,Sb-W-M,M,1,3,1,3,LAST,tilled,none,single species,NA,N,N,7,0,4,1,9,0,9.899494936611665,NA,-1.477463748258184,NA,10,4,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,12,M,Sb-M,M,1,2,1,2,LAST,NT,none,single species,NA,N,N,10,0,1,1,4,0,0,NA,-0.6711144655600626,NA,10,4,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,24,M,Sb-M,M,1,2,1,2,LAST,tilled,none,single species,NA,N,N,10,0,1,1,4,0,0,NA,-1.1564670813662838,NA,10,4,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,12,M,Sb-W-M,M,1,3,1,3,LAST,NT,none,single species,NA,N,N,10,0,4,1,9,0,9.899494936611665,NA,-2.8391094045813436,NA,10,4,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,24,M,Sb-W-M,M,1,3,1,3,LAST,tilled,none,single species,NA,N,N,10,0,4,1,9,0,9.899494936611665,NA,-2.0933444468488274,NA,10,4,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,4,M,Sb-M,M,1,2,1,2,RM,IC,herbicides,single species,extraction,N,N,pooled,0,1,1,4,0,0,NA,NA,-1.0706454516960833,6,8,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,4
56,"Schrieber, 1992",40.428001,-86.90336,D,4,4,M,Sb-M,M,1,2,1,2,RM,IC,none,single species,NA,N,N,pooled,0,1,1,4,0,0,NA,-1.0537327123027502,NA,12,28,RM-avg,herb_N,none,temperate,temperate,2,1,1,4,Y,14
56,"Schrieber, 1992",40.428001,-86.90336,D,4,4,M,Sb-M,M,1,2,1,2,RM,NT,herbicides,single species,extraction,N,N,pooled,0,1,1,4,0,0,NA,NA,-0.9430954571768455,6,8,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,4
56,"Schrieber, 1992",40.428001,-86.90336,D,4,8,M,Sb-M,M,1,2,1,2,RM,tilled,herbicides,single species,extraction,N,N,pooled,0,1,1,4,0,0,NA,NA,-1.7576781435125737,6,8,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,4
56,"Schrieber, 1992",40.428001,-86.90336,D,4,4,M,Sb-W-M,M,1,3,1,3,RM,IC,none,single species,NA,N,N,pooled,0,4,1,9,0,9.899494936611665,NA,-2.215356763148675,NA,12,24,RM-avg,herb_N,none,temperate,temperate,3,2,4,9,Y,12
56,"Schrieber, 1992",40.428001,-86.90336,D,4,4,M,Sb-W-M,M,1,3,1,3,RM,IC,herbicides,single species,extraction,N,N,6,0,4,1,9,0,9.899494936611665,NA,NA,-1.6451559950361796,6,4,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,4,M,Sb-W-M,M,1,3,1,3,RM,NT,herbicides,single species,extraction,N,N,6,0,4,1,9,0,9.899494936611665,NA,NA,-3.8642323415917974,6,4,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
56,"Schrieber, 1992",40.428001,-86.90336,D,4,8,M,Sb-W-M,M,1,3,1,3,RM,tilled,herbicides,single species,extraction,N,N,6,0,4,1,9,0,9.899494936611665,NA,NA,-1.9294488720012413,6,4,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
57,"Ball, 1992",42.063589,-104.196577,B,4,8,M,Be-Be-M,M,1,3,1,2,RM,tilled,herbicides,community,extraction,N,N,3,0,2,1,6,0,0,NA,NA,1.1659454087366967,3,4,RM-last,herb_Y,herb,temperate,temperate,2,1,2,6,Y,2
58,"Dowler et al., 1974",31.471868,-83.535133,C,6,6,C,Sb-M-Pn-C,C,1,4,1,4,LAST,tilled,herbicides,community,NA,N,N,4,0,9,1,16,0,0.816496580927726,NA,NA,-1.1139972075075892,4,6,LAST,herb_Y,herb,sub-tropical,sub/tropical,4,3,9,16,Y,3
58,"Dowler et al., 1974",31.471868,-83.535133,C,6,6,C,Sb-M-Pn-C,C,1,4,1,4,LAST,tilled,mechanical,community,NA,N,N,4,0,9,1,16,0,0.816496580927726,NA,NA,-0.7277527097374209,4,6,LAST,herb_N,mech,sub-tropical,sub/tropical,4,3,9,16,Y,3
58,"Dowler et al., 1974",31.471868,-83.535133,C,6,6,M,Pn-C-Sb-M,M,1,4,1,4,LAST,tilled,herbicides,community,NA,N,N,4,0,9,1,16,0,0.816496580927726,NA,NA,-2.1012605890744758,4,6,LAST,herb_Y,herb,sub-tropical,sub/tropical,4,3,9,16,Y,3
58,"Dowler et al., 1974",31.471868,-83.535133,C,6,6,M,Pn-C-Sb-M,M,1,4,1,4,LAST,tilled,mechanical,community,NA,N,N,4,0,9,1,16,0,0.816496580927726,NA,NA,-2.044255232554792,4,6,LAST,herb_N,mech,sub-tropical,sub/tropical,4,3,9,16,Y,3
58,"Dowler et al., 1974",31.471868,-83.535133,C,6,6,Pn,C-Sb-M-Pn,Pn,1,4,1,4,LAST,tilled,herbicides,community,NA,N,N,4,0,9,1,16,0,0.816496580927726,NA,NA,0.6678293725756554,4,6,LAST,herb_Y,herb,sub-tropical,sub/tropical,4,3,9,16,Y,3
58,"Dowler et al., 1974",31.471868,-83.535133,C,6,6,Pn,C-Sb-M-Pn,Pn,1,4,1,4,LAST,tilled,mechanical,community,NA,N,N,4,0,9,1,16,0,0.816496580927726,NA,NA,-1.074942544582205,4,6,LAST,herb_N,mech,sub-tropical,sub/tropical,4,3,9,16,Y,3
58,"Dowler et al., 1974",31.471868,-83.535133,C,6,6,Sb,M-Pn-C-Sb,Sb,1,4,1,4,LAST,tilled,herbicides,community,NA,N,N,4,0,9,1,16,0,0.816496580927726,NA,NA,-1.7853285788977644,4,6,LAST,herb_Y,herb,sub-tropical,sub/tropical,4,3,9,16,Y,3
58,"Dowler et al., 1974",31.471868,-83.535133,C,6,6,Sb,M-Pn-C-Sb,Sb,1,4,1,4,LAST,tilled,mechanical,community,NA,N,N,4,0,9,1,16,0,0.816496580927726,NA,NA,-2.0343211063993665,4,6,LAST,herb_N,mech,sub-tropical,sub/tropical,4,3,9,16,Y,3
59,"Ball and Miller, 1993",42.063589,-104.196577,B,4,8,M,Be-Be-M-M-M,M,1,5,1,2,RM,tilled,herbicides,community,NA,N,N,5,0,2,1,10,0,0.7071067811865476,NA,1.826850789039325,NA,5,4,RM-last,herb_Y,herb,temperate,temperate,2,1,2,10,Y,2
59,"Ball and Miller, 1993",42.063589,-104.196577,B,4,8,M,Db-Db-Db-M-M,M,1,5,1,2,RM,tilled,herbicides,community,NA,N,N,5,0,2,1,10,0,1.4142135623730951,NA,-0.2755396856260555,NA,5,4,RM-last,herb_Y,herb,temperate,temperate,2,1,2,10,Y,2
60,"Hoffman et al., 1998",42.020898,-93.777058,D,4,4,M,Sb-M,M,1,2,1,2,AVG,IC,herbicides,community,extraction,N,N,3.5,0,1,1,4,0,0,NA,NA,-0.11017843627116414,3.5,4,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
61,"Buhler et al., 1994",42.936668,-92.568509,D,3,6,M,Sb-M,M,1,2,1,2,RM,NT,herbicides,community,NA,N,N,pooled,0,1,1,4,0,0,NA,-1.0658615199545924,NA,10,3,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
61,"Buhler et al., 1994",42.936668,-92.568509,D,3,18,M,Sb-M,M,1,2,1,2,RM,tilled,herbicides,community,NA,N,N,pooled,0,1,1,4,0,0,NA,0.41925843024050014,NA,10,3,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
63,"Stevenson et al., 1997",48.828344,-72.540739,D,4,8,sB,Flm-Flm-sB/Flm,sB,1,3,1,2,RM,tilled,herbicides,community,NA,Y,N,pooled,0,2.5,1,6,0,0,1.0616657255157138,0.2835808686482503,NA,8,8,RM-avg,herb_Y,herb,temperate,temperate,2,1,2.5,6,Y,4
64,"Teasdale et al., 2004",39.023964,-76.917143,C,4,12,M-Sb,W-M-Sb,Sb,2,3,2,3,AVG,tilled,mechanical,community,germination,Y,N,4,0,1,4,9,0,7,NA,NA,-0.8514907386472396,4,4,AVG,herb_N,mech,temperate,temperate,1.5,1,1,2.25,N,2
64,"Teasdale et al., 2004",39.023964,-76.917143,C,4,4,M-Sb,W/Flm-Flm-M-Sb,Sb,2,4,2,4,AVG,tilled,mechanical,community,germination,Y,N,4,0,4,4,16,0,13.45362404707371,NA,NA,-0.12935602121404202,4,4,AVG,herb_N,mech,temperate,temperate,2,2,4,4,N,2
64,"Teasdale et al., 2004",39.023964,-76.917143,C,4,4,M-Sb,W/Flm-Flm-M-Sb,Sb,2,5,2,4,AVG,tilled,mechanical,community,germination,Y,N,4,0,6,4,20,0,7.713624310270756,NA,NA,-1.022116255678003,4,4,AVG,herb_N,mech,temperate,temperate,2,2,6,5,N,2
64,"Teasdale et al., 2004",39.023964,-76.917143,C,4,4,M-Sb,W/Flm-Flm-M-Sb,Sb,2,5,2,4,AVG,tilled,mechanical,community,germination,Y,N,4,0,8,4,20,0,7.713624310270756,NA,NA,-1.172398458727341,4,4,AVG,herb_N,mech,temperate,temperate,2,2,8,5,N,2
64,"Teasdale et al., 2004",39.023964,-76.917143,C,4,12,Sb-M,Sb-W-M,M,2,3,2,3,AVG,tilled,mechanical,community,germination,Y,N,4,0,1,4,9,0,7,NA,NA,-0.35863380842406534,4,4,AVG,herb_N,mech,temperate,temperate,1.5,1,1,2.25,N,2
64,"Teasdale et al., 2004",39.023964,-76.917143,C,4,4,Sb-M,Sb-W/Flm-Flm-M,M,2,4,2,4,AVG,tilled,mechanical,community,germination,Y,N,4,0,4,4,16,0,7.2571803523590805,NA,NA,0.36350090900913223,4,4,AVG,herb_N,mech,temperate,temperate,2,2,4,4,N,2
64,"Teasdale et al., 2004",39.023964,-76.917143,C,4,4,Sb-M,Sb-W/Flm-Flm-M,M,2,5,2,4,AVG,tilled,mechanical,community,germination,Y,N,4,0,6,4,20,0,7.713624310270756,NA,NA,-0.5292593254548287,4,4,AVG,herb_N,mech,temperate,temperate,2,2,6,5,N,2
64,"Teasdale et al., 2004",39.023964,-76.917143,C,4,4,Sb-M,Sb-W/Flm-Flm-M,M,2,5,2,4,AVG,tilled,mechanical,community,germination,Y,N,4,0,8,4,20,0,7.713624310270756,NA,NA,-0.6795415285041666,4,4,AVG,herb_N,mech,temperate,temperate,2,2,8,5,N,2
65,"Covarelli and Tei, 1988",42.959514,12.345268,C,3,3,M,W-W-M,M,1,2,1,2,LAST,tilled,herbicides,community,extraction,N,N,6,0,1,1,4,NA,NA,NA,NA,-0.24145938384907878,6,3,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
65,"Covarelli and Tei, 1988",42.959514,12.345268,C,3,3,M,W-W-M,M,1,2,1,2,LAST,tilled,herbicides,community,extraction,N,N,6,0,2,1,4,NA,NA,NA,NA,-0.23958769774584351,6,3,LAST,herb_Y,herb,temperate,temperate,2,1,2,4,Y,1.5
65,"Covarelli and Tei, 1988",42.959514,12.345268,C,3,3,M,W-W-M,M,1,2,1,2,LAST,tilled,none,community,extraction,N,N,6,0,1,1,4,NA,NA,NA,-0.3785786259235796,-0.44081864415979677,6,3,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,1.5
65,"Covarelli and Tei, 1988",42.959514,12.345268,C,3,3,M,W-W-M,M,1,2,1,2,LAST,tilled,none,community,extraction,N,N,6,0,2,1,4,NA,NA,NA,-0.9636009490515488,-1.085043173368251,6,3,LAST,herb_N,none,temperate,temperate,2,1,2,4,Y,1.5
65,"Covarelli and Tei, 1988",42.959514,12.345268,C,3,3,M,W-W-M,M,1,3,1,2,LAST,tilled,herbicides,community,extraction,N,N,6,0,1,1,6,NA,NA,NA,NA,-0.025753917890896608,6,3,LAST,herb_Y,herb,temperate,temperate,2,1,1,6,Y,1.5
65,"Covarelli and Tei, 1988",42.959514,12.345268,C,3,3,M,W-W-M,M,1,3,1,2,LAST,tilled,herbicides,community,extraction,N,N,6,0,2,1,6,NA,NA,NA,NA,0.030870748035536417,6,3,LAST,herb_Y,herb,temperate,temperate,2,1,2,6,Y,1.5
65,"Covarelli and Tei, 1988",42.959514,12.345268,C,3,3,M,W-W-M,M,1,3,1,2,LAST,tilled,none,community,extraction,N,N,6,0,1,1,6,NA,NA,NA,-0.1127601265880011,-0.30427981402733245,6,3,LAST,herb_N,none,temperate,temperate,2,1,1,6,Y,1.5
65,"Covarelli and Tei, 1988",42.959514,12.345268,C,3,3,M,W-W-M,M,1,3,1,2,LAST,tilled,none,community,extraction,N,N,6,0,2,1,6,NA,NA,NA,-0.5939668604703112,-0.292192377813346,6,3,LAST,herb_N,none,temperate,temperate,2,1,2,6,Y,1.5
66,"Filizadeh et al., 2007",36.811335,50.870237,C,4,4,Ri,Sb-Ri,Ri,1,2,1,2,AVG,tilled,none,community,NA,N,N,1.5,0,1,1,4,0,1.4142135623730951,-1.0379876668516748,-0.7855205006909605,NA,1.5,4,AVG,herb_N,none,temperate,temperate,2,1,1,4,Y,2
66,"Filizadeh et al., 2007",36.811335,50.870237,C,4,12,Ri,Sb-Ri,Ri,1,2,1,2,AVG,tilled,none,community,NA,N,N,1.5,0,1,1,4,0,4.242640687119285,-0.8671699345392049,-0.6737290947028438,NA,1.5,4,AVG,herb_N,none,temperate,temperate,2,1,1,4,Y,2
66,"Filizadeh et al., 2007",36.811335,50.870237,C,4,8,Ri,Sb-Ri,Ri,1,2,1,2,AVG,tilled,none,community,NA,N,N,1.5,0,1,1,4,0,5.656854249492381,-0.5784553374732347,-0.4467467670814684,NA,1.5,4,AVG,herb_N,none,temperate,temperate,2,1,1,4,Y,2
67,"Mohammaddoust Chamanad et al., 2009",55.83576,37.560004,D,3,15,sB,RCl-RCl-Fl-Fl-F-F-Ry-Ry-Po-Po-sB-sB,sB,1,12,1,6,AVG,tilled,none,community,NA,Y,N,93.5,0,50,1,72,0,9.118966803073446,NA,-0.9512480289941518,NA,93.5,3,AVG,herb_N,none,temperate,temperate,6,5,50,72,Y,1.5
69,"Baldoni et al., 1989",44.685422,11.618744,C,2,4,M,W-Be-W-M,M,1,4,1,3,LAST,tilled,herbicides,community,germination,Y,N,16,0,6,1,12,NA,NA,NA,NA,0.013921338518608014,16,2,LAST,herb_Y,herb,temperate,temperate,3,2,6,12,Y,1
69,"Baldoni et al., 1989",44.685422,11.618744,C,2,4,W,Be-W-M-W,W,1,4,1,3,LAST,tilled,herbicides,community,germination,Y,N,16,0,4,1,12,NA,NA,NA,NA,0.4054651081081644,16,2,LAST,herb_Y,herb,temperate,temperate,3,2,4,12,Y,1
69,"Baldoni et al., 1989",44.685422,11.618744,C,2,6,W,M-W-Be-W-A-A-A-W,W,1,8,1,4,LAST,tilled,herbicides,community,germination,Y,N,16,0,15,1,32,NA,NA,NA,NA,0.4475765934582912,16,2,LAST,herb_Y,herb,temperate,temperate,4,3,15,32,Y,1
70,"Wozniak, 2003",51.295943,23.619321,D,4,4,sB,Fp-sB,sB,1,2,1,2,AVG,tilled,herbicides,community,NA,N,N,3.5,0,1,1,4,0,0,0.2714967480307637,-0.5596157879354228,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
70,"Wozniak, 2003",51.295943,23.619321,D,4,4,sB,Fp-sB,sB,1,2,1,2,AVG,tilled,mechanical,community,NA,N,N,3.5,0,1,1,4,0,0,-0.4071057975656242,-0.5897688261061101,NA,3.5,4,AVG,herb_N,mech,temperate,temperate,2,1,1,4,Y,2
70,"Wozniak, 2003",51.295943,23.619321,D,4,4,sB,Po-sB,sB,1,2,1,2,AVG,tilled,herbicides,community,NA,N,N,3.5,0,1,1,4,0,0,0,-0.05505977718302743,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
70,"Wozniak, 2003",51.295943,23.619321,D,4,4,sB,Po-sB,sB,1,2,1,2,AVG,tilled,mechanical,community,NA,N,N,3.5,0,1,1,4,0,0,-0.21905356606268464,-0.08252102368800347,NA,3.5,4,AVG,herb_N,mech,temperate,temperate,2,1,1,4,Y,2
72,"Adamiak and Adamiak, 2004",53.596166,19.851759,D,4,8,O,Fl-Ry-Db-Tr-Po-O,O,1,6,1,6,RM,tilled,herbicides,community,NA,N,N,6,0,25,1,36,0,6.047037842337906,-2.795473016073369,-1.1756534933378895,NA,6,4,RM-last,herb_Y,herb,temperate,temperate,6,5,25,36,Y,2
72,"Adamiak and Adamiak, 2004",53.596166,19.851759,D,4,8,O,Fl-Ry-Db-Tr-Po-O,O,1,6,1,6,RM,tilled,none,community,NA,N,N,6,0,25,1,36,0,6.047037842337906,-1.6273698690726786,-0.8519029801995918,NA,6,4,RM-last,herb_N,none,temperate,temperate,6,5,25,36,Y,2
73,"Taa et al., 2004",7.106247,39.200667,C,3,3,W,Fa-W-W,W,1,3,1,2,RM,IC,herbicides,single species,NA,N,N,pooled,0,1,1,6,0,0,NA,-1.7268747476369655,NA,7,3,RM-avg,herb_Y,herb,tropical,sub/tropical,2,1,1,6,Y,1.5
73,"Taa et al., 2004",7.106247,39.200667,C,3,6,W,Fa-W-W,W,1,3,1,2,RM,IC,herbicides,single species,NA,N,N,pooled,0,1,1,6,0,0,-0.16975100410602634,-0.8860421053110797,NA,10,6,RM-avg,herb_Y,herb,tropical,sub/tropical,2,1,1,6,Y,3
73,"Taa et al., 2004",8.019806,39.160252,C,3,6,W,Fa-W-W,W,1,3,1,2,RM,IC,herbicides,single species,NA,N,N,pooled,0,1,1,6,0,0,NA,-1.903111614554148,NA,8,3,RM-avg,herb_Y,herb,tropical,sub/tropical,2,1,1,6,Y,1.5
73,"Taa et al., 2004",8.019806,39.160252,C,3,21,W,Fa-W-W,W,1,3,1,2,RM,IC,herbicides,single species,NA,N,N,pooled,0,1,1,6,0,0,-0.8891849980178211,-0.9821304893696982,NA,10,3,RM-avg,herb_Y,herb,tropical,sub/tropical,2,1,1,6,Y,1.5
73,"Taa et al., 2004",8.019806,39.160252,C,3,3,W,Fa-W-W,W,1,3,1,2,RM,NT,herbicides,single species,NA,N,N,pooled,0,1,1,6,0,0,-1.1340142157190256,NA,NA,10,3,RM-avg,herb_Y,herb,tropical,sub/tropical,2,1,1,6,Y,1.5
73,"Taa et al., 2004",8.019806,39.160252,C,3,3,W,Fa-W-W,W,1,3,1,2,RM,tilled,herbicides,single species,NA,N,N,pooled,0,1,1,6,0,0,0.13353139262452257,NA,NA,10,3,RM-avg,herb_Y,herb,tropical,sub/tropical,2,1,1,6,Y,1.5
